Flight Date,Airline,From,To,Flight Duration (min),Price
22.12.2023,Anadolujet,SAW,ADB,70,"941,99"
22.12.2023,Anadolujet,SAW,KSY,120,"1149,99"
22.12.2023,Pegasus,SAW,KSY,130,"1736,99"
22.12.2023,Pegasus,SAW,ASR,85,"744,99"
22.12.2023,Anadolujet,SAW,ASR,80,"841,99"
22.12.2023,Anadolujet,SAW,ASR,80,"841,99"
22.12.2023,Pegasus,SAW,ASR,85,"844,99"
22.12.2023,Pegasus,SAW,KYA,80,"594,99"
22.12.2023,Anadolujet,SAW,KYA,80,"741,99"
22.12.2023,Pegasus,SAW,KYA,80,"843,99"
22.12.2023,Pegasus,SAW,MLX,105,"1046,99"
22.12.2023,Anadolujet,SAW,MLX,100,"1249,99"
22.12.2023,Pegasus,SAW,MLX,105,"1326,99"
22.12.2023,Anadolujet,SAW,DLM,80,"630,99"
22.12.2023,Anadolujet,SAW,DLM,80,"741,99"
22.12.2023,Pegasus,SAW,DLM,85,"743,99"
22.12.2023,Pegasus,SAW,DLM,85,"842,99"
22.12.2023,Anadolujet,SAW,BJV,80,"741,99"
22.12.2023,Anadolujet,SAW,BJV,80,"941,99"
22.12.2023,Pegasus,SAW,BJV,80,"993,99"
22.12.2023,Pegasus,SAW,BJV,80,"993,99"
22.12.2023,Anadolujet,SAW,NAV,75,"1149,99"
22.12.2023,Anadolujet,SAW,OGU,100,"1149,99"
22.12.2023,Anadolujet,SAW,OGU,100,"1149,99"
22.12.2023,Pegasus,SAW,OGU,100,"1387,99"
22.12.2023,Anadolujet,SAW,RZV,110,"1359,99"
22.12.2023,Pegasus,SAW,RZV,115,"1484,99"
22.12.2023,Anadolujet,SAW,RZV,110,"1715,99"
22.12.2023,Pegasus,SAW,SZF,90,"1318,99"
22.12.2023,Anadolujet,SAW,SZF,85,"1359,99"
22.12.2023,Pegasus,SAW,SZF,90,"1584,99"
22.12.2023,Anadolujet,SAW,SZF,85,"1924,99"
22.12.2023,Anadolujet,SAW,VAS,85,"941,99"
22.12.2023,Pegasus,SAW,VAS,95,"992,99"
22.12.2023,Pegasus,SAW,TZX,105,"1049,99"
22.12.2023,Pegasus,SAW,TZX,105,"1142,99"
22.12.2023,Anadolujet,SAW,TZX,105,"1149,99"
22.12.2023,Anadolujet,SAW,TZX,105,"1249,99"
22.12.2023,Anadolujet,SAW,VAN,125,"1249,99"
22.12.2023,Pegasus,SAW,VAN,130,"1334,99"
22.12.2023,Anadolujet,SAW,VAN,125,"1359,99"
22.12.2023,Pegasus,SAW,VAN,130,"1484,99"
22.12.2023,Sunexpress,ADB,ASR,90,"1664,99"
22.12.2023,Sunexpress,ADB,KYA,70,"1264,99"
22.12.2023,Sunexpress,ADB,SZF,100,"1664,99"
22.12.2023,Sunexpress,ADB,TZX,115,"1364,99"
22.12.2023,Sunexpress,ADB,VAN,130,"1664,99"
23.12.2023,Anadolujet,ADA,ESB,65,"736,99"
23.12.2023,Anadolujet,ADA,ESB,65,"836,99"
23.12.2023,Pegasus,ADA,AYT,65,"1142,99"
23.12.2023,Sunexpress,ADA,AYT,75,"1214,99"
23.12.2023,Sunexpress,ADA,AYT,75,"1464,99"
23.12.2023,Anadolujet,ADA,SAW,95,"1244,99"
23.12.2023,Pegasus,ADA,SAW,95,"1378,99"
23.12.2023,Pegasus,ADA,SAW,95,"1378,99"
23.12.2023,Anadolujet,ADA,SAW,95,"1504,99"
23.12.2023,Sunexpress,ADA,ADB,100,"1164,99"
23.12.2023,Pegasus,ADA,ADB,90,"1313,99"
23.12.2023,Sunexpress,ADA,ADB,100,"1364,99"
23.12.2023,Pegasus,ESB,AYT,70,"580,99"
23.12.2023,Anadolujet,ESB,AYT,70,"630,99"
23.12.2023,Anadolujet,ESB,AYT,70,"630,99"
23.12.2023,Pegasus,ESB,AYT,70,"642,99"
23.12.2023,Anadolujet,ESB,EZS,75,"941,99"
23.12.2023,Anadolujet,ESB,EZS,75,"941,99"
23.12.2023,Anadolujet,ESB,GZT,75,"741,99"
23.12.2023,Anadolujet,ESB,GZT,75,"741,99"
23.12.2023,Türk Hava Yolları,ESB,IST,80,"1297,99"
23.12.2023,Türk Hava Yolları,ESB,IST,85,"1297,99"
23.12.2023,Pegasus,ESB,SAW,75,"541,99"
23.12.2023,Pegasus,ESB,SAW,70,"644,99"
23.12.2023,Anadolujet,ESB,SAW,60,"741,99"
23.12.2023,Anadolujet,ESB,SAW,65,"941,99"
23.12.2023,Pegasus,ESB,ADB,75,"994,99"
23.12.2023,Anadolujet,ESB,ADB,80,"1050,99"
23.12.2023,Pegasus,ESB,ADB,75,"1148,99"
23.12.2023,Anadolujet,ESB,ADB,80,"1149,99"
23.12.2023,Anadolujet,ESB,MLX,70,"741,99"
23.12.2023,Anadolujet,ESB,MLX,70,"841,99"
23.12.2023,Anadolujet,ESB,OGU,70,"1149,99"
23.12.2023,Anadolujet,ESB,OGU,70,"1149,99"
23.12.2023,Anadolujet,ESB,RZV,85,"841,99"
23.12.2023,Anadolujet,ESB,RZV,85,"941,99"
23.12.2023,Anadolujet,ESB,SZF,60,"941,99"
23.12.2023,Anadolujet,ESB,GNY,80,"841,99"
23.12.2023,Anadolujet,ESB,GNY,80,"841,99"
23.12.2023,Anadolujet,ESB,TZX,75,"1149,99"
23.12.2023,Anadolujet,ESB,TZX,75,"1249,99"
23.12.2023,Anadolujet,ESB,VAN,95,"1149,99"
23.12.2023,Anadolujet,ESB,VAN,95,"1149,99"
23.12.2023,Sunexpress,AYT,DIY,100,"1464,99"
23.12.2023,Sunexpress,AYT,DIY,100,"1514,99"
23.12.2023,Sunexpress,AYT,GZT,80,"1314,99"
23.12.2023,Türk Hava Yolları,AYT,IST,90,"884,99"
23.12.2023,Türk Hava Yolları,AYT,IST,100,"884,99"
23.12.2023,Anadolujet,AYT,SAW,80,"630,99"
23.12.2023,Anadolujet,AYT,SAW,80,"630,99"
23.12.2023,Pegasus,AYT,SAW,80,"641,99"
23.12.2023,Pegasus,AYT,SAW,80,"643,99"
23.12.2023,Sunexpress,AYT,ADB,70,"1014,99"
23.12.2023,Sunexpress,AYT,ADB,70,"1014,99"
23.12.2023,Pegasus,AYT,ASR,75,"1140,99"
23.12.2023,Sunexpress,AYT,VAN,110,"1514,99"
23.12.2023,Türk Hava Yolları,GZP,IST,95,"1192,99"
23.12.2023,Türk Hava Yolları,GZP,IST,95,"1392,99"
23.12.2023,Pegasus,GZP,SAW,80,"1142,99"
23.12.2023,Türk Hava Yolları,EDO,IST,75,"1029,99"
23.12.2023,Türk Hava Yolları,DIY,IST,135,"1699,99"
23.12.2023,Türk Hava Yolları,DIY,IST,130,"1699,99"
23.12.2023,Sunexpress,DIY,ADB,135,"1514,99"
23.12.2023,Sunexpress,DIY,ADB,135,"1614,99"
23.12.2023,Anadolujet,DIY,TZX,70,"836,99"
23.12.2023,Türk Hava Yolları,EZS,IST,120,"1192,99"
23.12.2023,Türk Hava Yolları,EZS,IST,120,"1392,99"
23.12.2023,Anadolujet,EZS,SAW,115,"1244,99"
23.12.2023,Pegasus,EZS,SAW,110,"1479,99"
23.12.2023,Anadolujet,ERZ,SAW,120,"1045,99"
23.12.2023,Anadolujet,ERZ,SAW,120,"1144,99"
23.12.2023,Pegasus,ERZ,SAW,125,"1329,99"
23.12.2023,Pegasus,ERZ,SAW,125,"1479,99"
23.12.2023,Türk Hava Yolları,GZT,IST,115,"1192,99"
23.12.2023,Türk Hava Yolları,GZT,IST,115,"1192,99"
23.12.2023,Anadolujet,GZT,SAW,100,"1045,99"
23.12.2023,Pegasus,GZT,SAW,105,"1141,99"
23.12.2023,Pegasus,GZT,SAW,105,"1142,99"
23.12.2023,Anadolujet,GZT,SAW,100,"1144,99"
23.12.2023,Sunexpress,GZT,ADB,115,"1264,99"
23.12.2023,Sunexpress,GZT,ADB,115,"1364,99"
23.12.2023,Türk Hava Yolları,HTY,IST,125,"1292,99"
23.12.2023,Anadolujet,HTY,SAW,105,"1244,99"
23.12.2023,Türk Hava Yolları,IST,KSY,130,"1497,99"
23.12.2023,Türk Hava Yolları,IST,KYA,80,"1034,99"
23.12.2023,Türk Hava Yolları,IST,KYA,80,"1034,99"
23.12.2023,Türk Hava Yolları,IST,DLM,80,"1197,99"
23.12.2023,Türk Hava Yolları,IST,DLM,85,"1197,99"
23.12.2023,Türk Hava Yolları,IST,NAV,80,"1704,99"
23.12.2023,Türk Hava Yolları,IST,NAV,80,"1704,99"
23.12.2023,Türk Hava Yolları,IST,OGU,105,"1297,99"
23.12.2023,Türk Hava Yolları,IST,OGU,105,"1297,99"
23.12.2023,Türk Hava Yolları,IST,RZV,115,"1297,99"
23.12.2023,Türk Hava Yolları,IST,RZV,115,"1397,99"
23.12.2023,Türk Hava Yolları,IST,SZF,85,"1497,99"
23.12.2023,Türk Hava Yolları,IST,SZF,95,"1604,99"
23.12.2023,Türk Hava Yolları,IST,NOP,85,"1297,99"
23.12.2023,Türk Hava Yolları,IST,VAS,90,"884,99"
23.12.2023,Türk Hava Yolları,IST,VAS,95,"884,99"
23.12.2023,Türk Hava Yolları,IST,TZX,105,"1397,99"
23.12.2023,Türk Hava Yolları,IST,TZX,110,"1397,99"
23.12.2023,Pegasus,SAW,ADB,70,"740,99"
23.12.2023,Pegasus,SAW,ADB,70,"841,99"
23.12.2023,Anadolujet,SAW,ADB,70,"841,99"
23.12.2023,Anadolujet,SAW,ADB,70,"841,99"
23.12.2023,Pegasus,SAW,ASR,85,"840,99"
23.12.2023,Pegasus,SAW,ASR,90,"841,99"
23.12.2023,Anadolujet,SAW,ASR,80,"841,99"
23.12.2023,Anadolujet,SAW,ASR,80,"941,99"
23.12.2023,Pegasus,SAW,KYA,80,"544,99"
23.12.2023,Pegasus,SAW,KYA,80,"593,99"
23.12.2023,Anadolujet,SAW,KYA,80,"741,99"
23.12.2023,Pegasus,SAW,DLM,85,"743,99"
23.12.2023,Pegasus,SAW,DLM,85,"743,99"
23.12.2023,Anadolujet,SAW,DLM,80,"941,99"
23.12.2023,Anadolujet,SAW,NAV,75,"1050,99"
23.12.2023,Anadolujet,SAW,OGU,100,"1149,99"
23.12.2023,Pegasus,SAW,OGU,100,"1150,99"
23.12.2023,Anadolujet,SAW,OGU,90,"1249,99"
23.12.2023,Anadolujet,SAW,RZV,110,"1359,99"
23.12.2023,Anadolujet,SAW,RZV,110,"1715,99"
23.12.2023,Anadolujet,SAW,SZF,85,"1149,99"
23.12.2023,Pegasus,SAW,SZF,90,"1186,99"
23.12.2023,Anadolujet,SAW,SZF,85,"1249,99"
23.12.2023,Pegasus,SAW,SZF,90,"1318,99"
23.12.2023,Pegasus,SAW,GNY,110,"1149,99"
23.12.2023,Anadolujet,SAW,GNY,105,"1149,99"
23.12.2023,Pegasus,SAW,TZX,105,"941,99"
23.12.2023,Pegasus,SAW,TZX,105,"1047,99"
23.12.2023,Anadolujet,SAW,TZX,105,"1149,99"
23.12.2023,Anadolujet,SAW,TZX,105,"1149,99"
23.12.2023,Pegasus,SAW,VAN,130,"1484,99"
23.12.2023,Anadolujet,SAW,VAN,125,"1509,99"
23.12.2023,Anadolujet,SAW,VAN,125,"1715,99"
23.12.2023,Sunexpress,ADB,ASR,90,"1464,99"
23.12.2023,Sunexpress,ADB,MLX,105,"1414,99"
23.12.2023,Sunexpress,ADB,VAN,130,"1664,99"
24.12.2023,Anadolujet,ADA,ESB,65,"736,99"
24.12.2023,Anadolujet,ADA,ESB,65,"736,99"
24.12.2023,Sunexpress,ADA,AYT,75,"1364,99"
24.12.2023,Sunexpress,ADA,AYT,75,"1464,99"
24.12.2023,Pegasus,ADA,AYT,65,"1578,99"
24.12.2023,Türk Hava Yolları,ADA,IST,115,"1599,99"
24.12.2023,Türk Hava Yolları,ADA,IST,110,"1599,99"
24.12.2023,Anadolujet,ADA,SAW,95,"1244,99"
24.12.2023,Pegasus,ADA,SAW,95,"1379,99"
24.12.2023,Anadolujet,ADA,SAW,95,"1504,99"
24.12.2023,Pegasus,ADA,SAW,95,"1519,99"
24.12.2023,Sunexpress,ADA,ADB,100,"1264,99"
24.12.2023,Sunexpress,ADA,ADB,100,"1264,99"
24.12.2023,Pegasus,ADA,ADB,90,"1453,99"
24.12.2023,Pegasus,ADA,ADB,90,"1479,99"
24.12.2023,Pegasus,ADA,BJV,90,"1579,99"
24.12.2023,Pegasus,ADA,TZX,80,"1629,99"
24.12.2023,Pegasus,ADA,VAN,85,"1328,99"
24.12.2023,Anadolujet,ESB,AYT,70,"630,99"
24.12.2023,Anadolujet,ESB,AYT,70,"941,99"
24.12.2023,Pegasus,ESB,AYT,70,"995,99"
24.12.2023,Pegasus,ESB,AYT,70,"1385,99"
24.12.2023,Anadolujet,ESB,GZP,70,"741,99"
24.12.2023,Anadolujet,ESB,DIY,85,"1149,99"
24.12.2023,Anadolujet,ESB,DIY,85,"1715,99"
24.12.2023,Anadolujet,ESB,EZS,75,"941,99"
24.12.2023,Anadolujet,ESB,EZS,75,"1149,99"
24.12.2023,Anadolujet,ESB,ERZ,80,"1249,99"
24.12.2023,Anadolujet,ESB,ERZ,80,"1359,99"
24.12.2023,Anadolujet,ESB,GZT,75,"741,99"
24.12.2023,Anadolujet,ESB,GZT,75,"941,99"
24.12.2023,Türk Hava Yolları,ESB,IST,80,"1297,99"
24.12.2023,Türk Hava Yolları,ESB,IST,75,"1297,99"
24.12.2023,Pegasus,ESB,SAW,75,"644,99"
24.12.2023,Pegasus,ESB,SAW,70,"842,99"
24.12.2023,Anadolujet,ESB,SAW,65,"941,99"
24.12.2023,Anadolujet,ESB,SAW,65,"1050,99"
24.12.2023,Pegasus,ESB,ADB,75,"991,99"
24.12.2023,Anadolujet,ESB,ADB,80,"1050,99"
24.12.2023,Anadolujet,ESB,ADB,80,"1149,99"
24.12.2023,Pegasus,ESB,ADB,75,"1386,99"
24.12.2023,Anadolujet,ESB,KSY,95,"1249,99"
24.12.2023,Anadolujet,ESB,MLX,70,"841,99"
24.12.2023,Pegasus,ESB,BJV,80,"1148,99"
24.12.2023,Anadolujet,ESB,BJV,85,"1149,99"
24.12.2023,Anadolujet,ESB,OGU,70,"1149,99"
24.12.2023,Anadolujet,ESB,OGU,70,"1249,99"
24.12.2023,Anadolujet,ESB,RZV,85,"841,99"
24.12.2023,Anadolujet,ESB,RZV,85,"1050,99"
24.12.2023,Anadolujet,ESB,GNY,80,"841,99"
24.12.2023,Anadolujet,ESB,GNY,80,"1050,99"
24.12.2023,Anadolujet,ESB,TZX,75,"1249,99"
24.12.2023,Anadolujet,ESB,TZX,75,"1249,99"
24.12.2023,Anadolujet,ESB,VAN,95,"1249,99"
24.12.2023,Anadolujet,ESB,VAN,95,"1249,99"
24.12.2023,Sunexpress,AYT,DIY,100,"1614,99"
24.12.2023,Sunexpress,AYT,DIY,100,"1664,99"
24.12.2023,Sunexpress,AYT,GZT,80,"2314,99"
24.12.2023,Anadolujet,AYT,SAW,80,"741,99"
24.12.2023,Pegasus,AYT,SAW,80,"842,99"
24.12.2023,Pegasus,AYT,SAW,80,"987,99"
24.12.2023,Anadolujet,AYT,SAW,80,"1050,99"
24.12.2023,Sunexpress,AYT,ADB,70,"1064,99"
24.12.2023,Sunexpress,AYT,ADB,70,"1214,99"
24.12.2023,Sunexpress,AYT,ASR,75,"1114,99"
24.12.2023,Pegasus,AYT,ASR,75,"1387,99"
24.12.2023,Sunexpress,AYT,SZF,90,"2514,99"
24.12.2023,Sunexpress,AYT,TZX,105,"2514,99"
24.12.2023,Sunexpress,AYT,VAN,110,"1664,99"
24.12.2023,Türk Hava Yolları,GZP,IST,95,"1192,99"
24.12.2023,Türk Hava Yolları,GZP,IST,95,"1392,99"
24.12.2023,Pegasus,GZP,SAW,80,"1141,99"
24.12.2023,Pegasus,GZP,SAW,80,"1142,99"
24.12.2023,Türk Hava Yolları,EDO,IST,75,"1029,99"
24.12.2023,Pegasus,EDO,SAW,70,"836,99"
24.12.2023,Türk Hava Yolları,DIY,IST,135,"1699,99"
24.12.2023,Türk Hava Yolları,DIY,IST,130,"1699,99"
24.12.2023,Pegasus,DIY,SAW,120,"1628,99"
24.12.2023,Pegasus,DIY,SAW,120,"1629,99"
24.12.2023,Anadolujet,DIY,SAW,120,"1710,99"
24.12.2023,Anadolujet,DIY,SAW,120,"1710,99"
24.12.2023,Sunexpress,DIY,ADB,135,"1564,99"
24.12.2023,Sunexpress,DIY,ADB,135,"1664,99"
24.12.2023,Türk Hava Yolları,EZS,IST,120,"1192,99"
24.12.2023,Türk Hava Yolları,EZS,IST,120,"1392,99"
24.12.2023,Türk Hava Yolları,ERZ,IST,135,"1699,99"
24.12.2023,Anadolujet,ERZ,SAW,120,"1710,99"
24.12.2023,Pegasus,ERZ,SAW,125,"1729,99"
24.12.2023,Pegasus,ERZ,SAW,125,"2599,99"
24.12.2023,Anadolujet,ERZ,SAW,120,"2599,99"
24.12.2023,Türk Hava Yolları,GZT,IST,115,"1192,99"
24.12.2023,Türk Hava Yolları,GZT,IST,115,"1292,99"
24.12.2023,Anadolujet,GZT,SAW,100,"1244,99"
24.12.2023,Anadolujet,GZT,SAW,100,"1244,99"
24.12.2023,Pegasus,GZT,SAW,105,"1310,99"
24.12.2023,Pegasus,GZT,SAW,105,"1629,99"
24.12.2023,Sunexpress,GZT,ADB,115,"1364,99"
24.12.2023,Sunexpress,GZT,ADB,115,"1664,99"
24.12.2023,Türk Hava Yolları,HTY,IST,125,"1292,99"
24.12.2023,Anadolujet,HTY,SAW,105,"1244,99"
24.12.2023,Türk Hava Yolları,IST,ADB,70,"784,99"
24.12.2023,Türk Hava Yolları,IST,ADB,70,"784,99"
24.12.2023,Pegasus,IST,ADB,65,"990,99"
24.12.2023,Pegasus,IST,ADB,65,"1147,99"
24.12.2023,Türk Hava Yolları,IST,KSY,130,"1297,99"
24.12.2023,Türk Hava Yolları,IST,ASR,80,"1297,99"
24.12.2023,Türk Hava Yolları,IST,ASR,90,"1497,99"
24.12.2023,Türk Hava Yolları,IST,MLX,105,"1297,99"
24.12.2023,Türk Hava Yolları,IST,MLX,105,"1297,99"
24.12.2023,Türk Hava Yolları,IST,BJV,80,"1034,99"
24.12.2023,Türk Hava Yolları,IST,BJV,80,"1034,99"
24.12.2023,Türk Hava Yolları,IST,NAV,80,"1704,99"
24.12.2023,Türk Hava Yolları,IST,NAV,80,"2104,99"
24.12.2023,Türk Hava Yolları,IST,OGU,105,"1197,99"
24.12.2023,Türk Hava Yolları,IST,OGU,105,"1297,99"
24.12.2023,Türk Hava Yolları,IST,RZV,115,"1497,99"
24.12.2023,Türk Hava Yolları,IST,RZV,115,"1497,99"
24.12.2023,Türk Hava Yolları,IST,SZF,85,"1197,99"
24.12.2023,Türk Hava Yolları,IST,SZF,95,"1297,99"
24.12.2023,Türk Hava Yolları,IST,NOP,85,"1297,99"
24.12.2023,Türk Hava Yolları,IST,VAS,90,"884,99"
24.12.2023,Türk Hava Yolları,IST,VAS,95,"884,99"
24.12.2023,Türk Hava Yolları,IST,GNY,115,"1497,99"
24.12.2023,Türk Hava Yolları,IST,GNY,115,"1604,99"
24.12.2023,Türk Hava Yolları,IST,VAN,130,"1704,99"
24.12.2023,Türk Hava Yolları,IST,VAN,130,"1704,99"
24.12.2023,Anadolujet,SAW,KSY,120,"1149,99"
24.12.2023,Pegasus,SAW,KSY,130,"1336,99"
24.12.2023,Pegasus,SAW,KYA,80,"480,99"
24.12.2023,Pegasus,SAW,KYA,80,"744,99"
24.12.2023,Anadolujet,SAW,KYA,80,"941,99"
24.12.2023,Anadolujet,SAW,MLX,100,"1149,99"
24.12.2023,Pegasus,SAW,MLX,105,"1336,99"
24.12.2023,Pegasus,SAW,DLM,85,"743,99"
24.12.2023,Pegasus,SAW,DLM,85,"743,99"
24.12.2023,Anadolujet,SAW,DLM,80,"841,99"
24.12.2023,Anadolujet,SAW,NAV,75,"1149,99"
24.12.2023,Anadolujet,SAW,OGU,90,"1149,99"
24.12.2023,Pegasus,SAW,OGU,100,"1318,99"
24.12.2023,Anadolujet,SAW,OGU,100,"1359,99"
24.12.2023,Anadolujet,SAW,RZV,110,"1359,99"
24.12.2023,Anadolujet,SAW,RZV,110,"1359,99"
24.12.2023,Pegasus,SAW,RZV,115,"1635,99"
24.12.2023,Pegasus,SAW,SZF,90,"1091,99"
24.12.2023,Anadolujet,SAW,SZF,85,"1249,99"
24.12.2023,Anadolujet,SAW,SZF,85,"1715,99"
24.12.2023,Pegasus,SAW,SZF,90,"1737,99"
24.12.2023,Pegasus,SAW,VAS,95,"1147,99"
24.12.2023,Anadolujet,SAW,VAS,85,"1149,99"
24.12.2023,Pegasus,SAW,GNY,110,"1147,99"
24.12.2023,Anadolujet,SAW,GNY,105,"1359,99"
24.12.2023,Pegasus,SAW,TZX,105,"1047,99"
24.12.2023,Pegasus,SAW,TZX,105,"1048,99"
24.12.2023,Anadolujet,SAW,TZX,105,"1149,99"
24.12.2023,Anadolujet,SAW,TZX,105,"1249,99"
24.12.2023,Anadolujet,SAW,VAN,125,"1249,99"
24.12.2023,Pegasus,SAW,VAN,130,"1334,99"
24.12.2023,Anadolujet,SAW,VAN,125,"1715,99"
24.12.2023,Sunexpress,ADB,ASR,90,"1664,99"
24.12.2023,Pegasus,ADB,ASR,85,"1735,99"
24.12.2023,Sunexpress,ADB,KYA,70,"1314,99"
24.12.2023,Pegasus,ADB,RZV,115,"1735,99"
24.12.2023,Sunexpress,ADB,SZF,100,"1614,99"
24.12.2023,Sunexpress,ADB,TZX,115,"2414,99"
24.12.2023,Sunexpress,ADB,VAN,130,"1664,99"
25.12.2023,Anadolujet,ADA,ESB,65,"736,99"
25.12.2023,Anadolujet,ADA,ESB,65,"736,99"
25.12.2023,Sunexpress,ADA,AYT,75,"1114,99"
25.12.2023,Pegasus,ADA,AYT,65,"1142,99"
25.12.2023,Sunexpress,ADA,AYT,75,"1464,99"
25.12.2023,Türk Hava Yolları,ADA,IST,110,"1492,99"
25.12.2023,Türk Hava Yolları,ADA,IST,115,"1492,99"
25.12.2023,Anadolujet,ADA,SAW,95,"1354,99"
25.12.2023,Anadolujet,ADA,SAW,95,"1354,99"
25.12.2023,Pegasus,ADA,SAW,100,"1378,99"
25.12.2023,Pegasus,ADA,SAW,95,"1378,99"
25.12.2023,Pegasus,ADA,ADB,90,"1218,99"
25.12.2023,Sunexpress,ADA,ADB,100,"1264,99"
25.12.2023,Sunexpress,ADA,ADB,100,"1314,99"
25.12.2023,Pegasus,ADA,VAN,85,"1141,99"
25.12.2023,Anadolujet,ESB,GZP,70,"630,99"
25.12.2023,Anadolujet,ESB,DIY,85,"1149,99"
25.12.2023,Anadolujet,ESB,DIY,85,"1149,99"
25.12.2023,Anadolujet,ESB,EZS,75,"841,99"
25.12.2023,Anadolujet,ESB,EZS,75,"941,99"
25.12.2023,Anadolujet,ESB,ERZ,80,"1050,99"
25.12.2023,Anadolujet,ESB,ERZ,80,"1149,99"
25.12.2023,Anadolujet,ESB,GZT,75,"741,99"
25.12.2023,Anadolujet,ESB,GZT,75,"841,99"
25.12.2023,Anadolujet,ESB,SAW,65,"530,99"
25.12.2023,Pegasus,ESB,SAW,70,"541,99"
25.12.2023,Pegasus,ESB,SAW,70,"541,99"
25.12.2023,Anadolujet,ESB,SAW,60,"741,99"
25.12.2023,Anadolujet,ESB,KSY,95,"1050,99"
25.12.2023,Anadolujet,ESB,MLX,70,"741,99"
25.12.2023,Anadolujet,ESB,MLX,70,"841,99"
25.12.2023,Anadolujet,ESB,DLM,80,"1050,99"
25.12.2023,Anadolujet,ESB,OGU,70,"1149,99"
25.12.2023,Anadolujet,ESB,OGU,70,"1149,99"
25.12.2023,Anadolujet,ESB,RZV,85,"941,99"
25.12.2023,Anadolujet,ESB,RZV,85,"941,99"
25.12.2023,Anadolujet,ESB,SZF,60,"1050,99"
25.12.2023,Anadolujet,ESB,GNY,80,"841,99"
25.12.2023,Anadolujet,ESB,GNY,80,"941,99"
25.12.2023,Anadolujet,ESB,TZX,75,"1249,99"
25.12.2023,Anadolujet,ESB,TZX,75,"1249,99"
25.12.2023,Anadolujet,ESB,VAN,95,"1149,99"
25.12.2023,Anadolujet,ESB,VAN,95,"1149,99"
25.12.2023,Sunexpress,AYT,DIY,100,"1414,99"
25.12.2023,Sunexpress,AYT,DIY,100,"1414,99"
25.12.2023,Sunexpress,AYT,GZT,80,"1164,99"
25.12.2023,Türk Hava Yolları,AYT,IST,95,"884,99"
25.12.2023,Türk Hava Yolları,AYT,IST,95,"884,99"
25.12.2023,Pegasus,AYT,SAW,80,"590,99"
25.12.2023,Pegasus,AYT,SAW,80,"590,99"
25.12.2023,Anadolujet,AYT,SAW,80,"630,99"
25.12.2023,Anadolujet,AYT,SAW,80,"630,99"
25.12.2023,Sunexpress,AYT,ADB,70,"1114,99"
25.12.2023,Sunexpress,AYT,ADB,70,"1114,99"
25.12.2023,Sunexpress,AYT,SZF,90,"1314,99"
25.12.2023,Pegasus,AYT,TZX,100,"1334,99"
25.12.2023,Sunexpress,AYT,VAN,110,"1564,99"
25.12.2023,Türk Hava Yolları,GZP,IST,95,"1192,99"
25.12.2023,Türk Hava Yolları,GZP,IST,95,"1192,99"
25.12.2023,Pegasus,GZP,SAW,80,"1040,99"
25.12.2023,Pegasus,GZP,SAW,80,"1142,99"
25.12.2023,Türk Hava Yolları,EDO,IST,75,"1029,99"
25.12.2023,Türk Hava Yolları,DIY,IST,135,"1699,99"
25.12.2023,Türk Hava Yolları,DIY,IST,130,"1699,99"
25.12.2023,Anadolujet,DIY,SAW,120,"1144,99"
25.12.2023,Pegasus,DIY,SAW,120,"1182,99"
25.12.2023,Anadolujet,DIY,SAW,120,"1244,99"
25.12.2023,Pegasus,DIY,SAW,120,"1329,99"
25.12.2023,Sunexpress,DIY,ADB,135,"1414,99"
25.12.2023,Sunexpress,DIY,ADB,135,"1564,99"
25.12.2023,Türk Hava Yolları,EZS,IST,120,"1192,99"
25.12.2023,Türk Hava Yolları,EZS,IST,120,"1192,99"
25.12.2023,Anadolujet,EZS,SAW,115,"1244,99"
25.12.2023,Pegasus,EZS,SAW,110,"1329,99"
25.12.2023,Pegasus,EZS,ADB,115,"1629,99"
25.12.2023,Türk Hava Yolları,ERZ,IST,135,"1599,99"
25.12.2023,Türk Hava Yolları,ERZ,IST,135,"1599,99"
25.12.2023,Anadolujet,ERZ,SAW,120,"1045,99"
25.12.2023,Pegasus,ERZ,SAW,125,"1329,99"
25.12.2023,Anadolujet,ERZ,SAW,120,"1710,99"
25.12.2023,Sunexpress,ERZ,ADB,135,"1614,99"
25.12.2023,Türk Hava Yolları,GZT,IST,115,"1192,99"
25.12.2023,Türk Hava Yolları,GZT,IST,115,"1292,99"
25.12.2023,Anadolujet,GZT,SAW,100,"1144,99"
25.12.2023,Pegasus,GZT,SAW,105,"1182,99"
25.12.2023,Anadolujet,GZT,SAW,100,"1244,99"
25.12.2023,Pegasus,GZT,SAW,105,"1329,99"
25.12.2023,Sunexpress,GZT,ADB,115,"1364,99"
25.12.2023,Sunexpress,GZT,ADB,115,"1664,99"
25.12.2023,Türk Hava Yolları,HTY,IST,125,"1292,99"
25.12.2023,Anadolujet,HTY,SAW,105,"1244,99"
25.12.2023,Türk Hava Yolları,IST,ADB,70,"784,99"
25.12.2023,Türk Hava Yolları,IST,ADB,70,"784,99"
25.12.2023,Pegasus,IST,ADB,65,"986,99"
25.12.2023,Pegasus,IST,ADB,65,"990,99"
25.12.2023,Türk Hava Yolları,IST,KSY,130,"1604,99"
25.12.2023,Türk Hava Yolları,IST,ASR,90,"1197,99"
25.12.2023,Türk Hava Yolları,IST,ASR,80,"1497,99"
25.12.2023,Türk Hava Yolları,IST,KYA,80,"1034,99"
25.12.2023,Türk Hava Yolları,IST,KYA,80,"1034,99"
